date_id,calendar_date,day,day_name,week,month,month_name,quarter,year,fiscal_month,fiscal_quarter,fiscal_year,is_weekend
99,2020-04-08,8,Wednesday,15,4,April,2,2020,1,1,2020,False
100,2020-04-09,9,Thursday,15,4,April,2,2020,1,1,2020,False
101,2020-04-10,10,Friday,15,4,April,2,2020,1,1,2020,False
102,2020-04-11,11,Saturday,15,4,April,2,2020,1,1,2020,True
103,2020-04-12,12,Sunday,15,4,April,2,2020,1,1,2020,True
104,2020-04-13,13,Monday,16,4,April,2,2020,1,1,2020,False
105,2020-04-14,14,Tuesday,16,4,April,2,2020,1,1,2020,False
106,2020-04-15,15,Wednesday,16,4,April,2,2020,1,1,2020,False
107,2020-04-16,16,Thursday,16,4,April,2,2020,1,1,2020,False
108,2020-04-17,17,Friday,16,4,April,2,2020,1,1,2020,False
109,2020-04-18,18,Saturday,16,4,April,2,2020,1,1,2020,True
110,2020-04-19,19,Sunday,16,4,April,2,2020,1,1,2020,True
111,2020-04-20,20,Monday,17,4,April,2,2020,1,1,2020,False
112,2020-04-21,21,Tuesday,17,4,April,2,2020,1,1,2020,False
113,2020-04-22,22,Wednesday,17,4,April,2,2020,1,1,2020,False
114,2020-04-23,23,Thursday,17,4,April,2,2020,1,1,2020,False
115,2020-04-24,24,Friday,17,4,April,2,2020,1,1,2020,False
116,2020-04-25,25,Saturday,17,4,April,2,2020,1,1,2020,True
117,2020-04-26,26,Sunday,17,4,April,2,2020,1,1,2020,True
118,2020-04-27,27,Monday,18,4,April,2,2020,1,1,2020,False
119,2020-04-28,28,Tuesday,18,4,April,2,2020,1,1,2020,False
120,2020-04-29,29,Wednesday,18,4,April,2,2020,1,1,2020,False
121,2020-04-30,30,Thursday,18,4,April,2,2020,1,1,2020,False
122,2020-05-01,1,Friday,18,5,May,2,2020,2,1,2020,False
123,2020-05-02,2,Saturday,18,5,May,2,2020,2,1,2020,True
124,2020-05-03,3,Sunday,18,5,May,2,2020,2,1,2020,True
125,2020-05-04,4,Monday,19,5,May,2,2020,2,1,2020,False
126,2020-05-05,5,Tuesday,19,5,May,2,2020,2,1,2020,False
127,2020-05-06,6,Wednesday,19,5,May,2,2020,2,1,2020,False
128,2020-05-07,7,Thursday,19,5,May,2,2020,2,1,2020,False
129,2020-05-08,8,Friday,19,5,May,2,2020,2,1,2020,False
130,2020-05-09,9,Saturday,19,5,May,2,2020,2,1,2020,True
131,2020-05-10,10,Sunday,19,5,May,2,2020,2,1,2020,True
132,2020-05-11,11,Monday,20,5,May,2,2020,2,1,2020,False
133,2020-05-12,12,Tuesday,20,5,May,2,2020,2,1,2020,False
134,2020-05-13,13,Wednesday,20,5,May,2,2020,2,1,2020,False
135,2020-05-14,14,Thursday,20,5,May,2,2020,2,1,2020,False
136,2020-05-15,15,Friday,20,5,May,2,2020,2,1,2020,False
137,2020-05-16,16,Saturday,20,5,May,2,2020,2,1,2020,True
138,2020-05-17,17,Sunday,20,5,May,2,2020,2,1,2020,True
139,2020-05-18,18,Monday,21,5,May,2,2020,2,1,2020,False
140,2020-05-19,19,Tuesday,21,5,May,2,2020,2,1,2020,False
141,2020-05-20,20,Wednesday,21,5,May,2,2020,2,1,2020,False
142,2020-05-21,21,Thursday,21,5,May,2,2020,2,1,2020,False
143,2020-05-22,22,Friday,21,5,May,2,2020,2,1,2020,False
144,2020-05-23,23,Saturday,21,5,May,2,2020,2,1,2020,True
145,2020-05-24,24,Sunday,21,5,May,2,2020,2,1,2020,True
146,2020-05-25,25,Monday,22,5,May,2,2020,2,1,2020,False
147,2020-05-26,26,Tuesday,22,5,May,2,2020,2,1,2020,False
148,2020-05-27,27,Wednesday,22,5,May,2,2020,2,1,2020,False
149,2020-05-28,28,Thursday,22,5,May,2,2020,2,1,2020,False
150,2020-05-29,29,Friday,22,5,May,2,2020,2,1,2020,False
151,2020-05-30,30,Saturday,22,5,May,2,2020,2,1,2020,True
152,2020-05-31,31,Sunday,22,5,May,2,2020,2,1,2020,True
153,2020-06-01,1,Monday,23,6,June,2,2020,3,1,2020,False
154,2020-06-02,2,Tuesday,23,6,June,2,2020,3,1,2020,False
155,2020-06-03,3,Wednesday,23,6,June,2,2020,3,1,2020,False
156,2020-06-04,4,Thursday,23,6,June,2,2020,3,1,2020,False
157,2020-06-05,5,Friday,23,6,June,2,2020,3,1,2020,False
158,2020-06-06,6,Saturday,23,6,June,2,2020,3,1,2020,True
159,2020-06-07,7,Sunday,23,6,June,2,2020,3,1,2020,True
160,2020-06-08,8,Monday,24,6,June,2,2020,3,1,2020,False
161,2020-06-09,9,Tuesday,24,6,June,2,2020,3,1,2020,False
162,2020-06-10,10,Wednesday,24,6,June,2,2020,3,1,2020,False
163,2020-06-11,11,Thursday,24,6,June,2,2020,3,1,2020,False
164,2020-06-12,12,Friday,24,6,June,2,2020,3,1,2020,False
165,2020-06-13,13,Saturday,24,6,June,2,2020,3,1,2020,True
166,2020-06-14,14,Sunday,24,6,June,2,2020,3,1,2020,True
167,2020-06-15,15,Monday,25,6,June,2,2020,3,1,2020,False
168,2020-06-16,16,Tuesday,25,6,June,2,2020,3,1,2020,False
169,2020-06-17,17,Wednesday,25,6,June,2,2020,3,1,2020,False
170,2020-06-18,18,Thursday,25,6,June,2,2020,3,1,2020,False
171,2020-06-19,19,Friday,25,6,June,2,2020,3,1,2020,False
172,2020-06-20,20,Saturday,25,6,June,2,2020,3,1,2020,True
173,2020-06-21,21,Sunday,25,6,June,2,2020,3,1,2020,True
174,2020-06-22,22,Monday,26,6,June,2,2020,3,1,2020,False
175,2020-06-23,23,Tuesday,26,6,June,2,2020,3,1,2020,False
176,2020-06-24,24,Wednesday,26,6,June,2,2020,3,1,2020,False
177,2020-06-25,25,Thursday,26,6,June,2,2020,3,1,2020,False
178,2020-06-26,26,Friday,26,6,June,2,2020,3,1,2020,False
179,2020-06-27,27,Saturday,26,6,June,2,2020,3,1,2020,True
180,2020-06-28,28,Sunday,26,6,June,2,2020,3,1,2020,True
181,2020-06-29,29,Monday,27,6,June,2,2020,3,1,2020,False
182,2020-06-30,30,Tuesday,27,6,June,2,2020,3,1,2020,False
183,2020-07-01,1,Wednesday,27,7,July,3,2020,4,2,2020,False
184,2020-07-02,2,Thursday,27,7,July,3,2020,4,2,2020,False
185,2020-07-03,3,Friday,27,7,July,3,2020,4,2,2020,False
186,2020-07-04,4,Saturday,27,7,July,3,2020,4,2,2020,True
187,2020-07-05,5,Sunday,27,7,July,3,2020,4,2,2020,True
188,2020-07-06,6,Monday,28,7,July,3,2020,4,2,2020,False
189,2020-07-07,7,Tuesday,28,7,July,3,2020,4,2,2020,False
190,2020-07-08,8,Wednesday,28,7,July,3,2020,4,2,2020,False
191,2020-07-09,9,Thursday,28,7,July,3,2020,4,2,2020,False
192,2020-07-10,10,Friday,28,7,July,3,2020,4,2,2020,False
193,2020-07-11,11,Saturday,28,7,July,3,2020,4,2,2020,True
194,2020-07-12,12,Sunday,28,7,July,3,2020,4,2,2020,True
195,2020-07-13,13,Monday,29,7,July,3,2020,4,2,2020,False
196,2020-07-14,14,Tuesday,29,7,July,3,2020,4,2,2020,False
197,2020-07-15,15,Wednesday,29,7,July,3,2020,4,2,2020,False
198,2020-07-16,16,Thursday,29,7,July,3,2020,4,2,2020,False
199,2020-07-17,17,Friday,29,7,July,3,2020,4,2,2020,False
200,2020-07-18,18,Saturday,29,7,July,3,2020,4,2,2020,True
201,2020-07-19,19,Sunday,29,7,July,3,2020,4,2,2020,True
202,2020-07-20,20,Monday,30,7,July,3,2020,4,2,2020,False
203,2020-07-21,21,Tuesday,30,7,July,3,2020,4,2,2020,False
204,2020-07-22,22,Wednesday,30,7,July,3,2020,4,2,2020,False
205,2020-07-23,23,Thursday,30,7,July,3,2020,4,2,2020,False
206,2020-07-24,24,Friday,30,7,July,3,2020,4,2,2020,False
207,2020-07-25,25,Saturday,30,7,July,3,2020,4,2,2020,True
208,2020-07-26,26,Sunday,30,7,July,3,2020,4,2,2020,True
209,2020-07-27,27,Monday,31,7,July,3,2020,4,2,2020,False
210,2020-07-28,28,Tuesday,31,7,July,3,2020,4,2,2020,False
211,2020-07-29,29,Wednesday,31,7,July,3,2020,4,2,2020,False
212,2020-07-30,30,Thursday,31,7,July,3,2020,4,2,2020,False
213,2020-07-31,31,Friday,31,7,July,3,2020,4,2,2020,False
214,2020-08-01,1,Saturday,31,8,August,3,2020,5,2,2020,True
215,2020-08-02,2,Sunday,31,8,August,3,2020,5,2,2020,True
216,2020-08-03,3,Monday,32,8,August,3,2020,5,2,2020,False
217,2020-08-04,4,Tuesday,32,8,August,3,2020,5,2,2020,False
218,2020-08-05,5,Wednesday,32,8,August,3,2020,5,2,2020,False
219,2020-08-06,6,Thursday,32,8,August,3,2020,5,2,2020,False
220,2020-08-07,7,Friday,32,8,August,3,2020,5,2,2020,False
221,2020-08-08,8,Saturday,32,8,August,3,2020,5,2,2020,True
222,2020-08-09,9,Sunday,32,8,August,3,2020,5,2,2020,True
223,2020-08-10,10,Monday,33,8,August,3,2020,5,2,2020,False
224,2020-08-11,11,Tuesday,33,8,August,3,2020,5,2,2020,False
225,2020-08-12,12,Wednesday,33,8,August,3,2020,5,2,2020,False
226,2020-08-13,13,Thursday,33,8,August,3,2020,5,2,2020,False
227,2020-08-14,14,Friday,33,8,August,3,2020,5,2,2020,False
228,2020-08-15,15,Saturday,33,8,August,3,2020,5,2,2020,True
229,2020-08-16,16,Sunday,33,8,August,3,2020,5,2,2020,True
230,2020-08-17,17,Monday,34,8,August,3,2020,5,2,2020,False
231,2020-08-18,18,Tuesday,34,8,August,3,2020,5,2,2020,False
232,2020-08-19,19,Wednesday,34,8,August,3,2020,5,2,2020,False
233,2020-08-20,20,Thursday,34,8,August,3,2020,5,2,2020,False
234,2020-08-21,21,Friday,34,8,August,3,2020,5,2,2020,False
235,2020-08-22,22,Saturday,34,8,August,3,2020,5,2,2020,True
236,2020-08-23,23,Sunday,34,8,August,3,2020,5,2,2020,True
237,2020-08-24,24,Monday,35,8,August,3,2020,5,2,2020,False
238,2020-08-25,25,Tuesday,35,8,August,3,2020,5,2,2020,False
239,2020-08-26,26,Wednesday,35,8,August,3,2020,5,2,2020,False
240,2020-08-27,27,Thursday,35,8,August,3,2020,5,2,2020,False
241,2020-08-28,28,Friday,35,8,August,3,2020,5,2,2020,False
242,2020-08-29,29,Saturday,35,8,August,3,2020,5,2,2020,True
243,2020-08-30,30,Sunday,35,8,August,3,2020,5,2,2020,True
244,2020-08-31,31,Monday,36,8,August,3,2020,5,2,2020,False
245,2020-09-01,1,Tuesday,36,9,September,3,2020,6,2,2020,False
246,2020-09-02,2,Wednesday,36,9,September,3,2020,6,2,2020,False
247,2020-09-03,3,Thursday,36,9,September,3,2020,6,2,2020,False
248,2020-09-04,4,Friday,36,9,September,3,2020,6,2,2020,False
249,2020-09-05,5,Saturday,36,9,September,3,2020,6,2,2020,True
250,2020-09-06,6,Sunday,36,9,September,3,2020,6,2,2020,True
251,2020-09-07,7,Monday,37,9,September,3,2020,6,2,2020,False
252,2020-09-08,8,Tuesday,37,9,September,3,2020,6,2,2020,False
253,2020-09-09,9,Wednesday,37,9,September,3,2020,6,2,2020,False
254,2020-09-10,10,Thursday,37,9,September,3,2020,6,2,2020,False
255,2020-09-11,11,Friday,37,9,September,3,2020,6,2,2020,False
256,2020-09-12,12,Saturday,37,9,September,3,2020,6,2,2020,True
257,2020-09-13,13,Sunday,37,9,September,3,2020,6,2,2020,True
258,2020-09-14,14,Monday,38,9,September,3,2020,6,2,2020,False
259,2020-09-15,15,Tuesday,38,9,September,3,2020,6,2,2020,False
260,2020-09-16,16,Wednesday,38,9,September,3,2020,6,2,2020,False
261,2020-09-17,17,Thursday,38,9,September,3,2020,6,2,2020,False
262,2020-09-18,18,Friday,38,9,September,3,2020,6,2,2020,False
263,2020-09-19,19,Saturday,38,9,September,3,2020,6,2,2020,True
264,2020-09-20,20,Sunday,38,9,September,3,2020,6,2,2020,True
265,2020-09-21,21,Monday,39,9,September,3,2020,6,2,2020,False
266,2020-09-22,22,Tuesday,39,9,September,3,2020,6,2,2020,False
267,2020-09-23,23,Wednesday,39,9,September,3,2020,6,2,2020,False
268,2020-09-24,24,Thursday,39,9,September,3,2020,6,2,2020,False
269,2020-09-25,25,Friday,39,9,September,3,2020,6,2,2020,False
270,2020-09-26,26,Saturday,39,9,September,3,2020,6,2,2020,True
271,2020-09-27,27,Sunday,39,9,September,3,2020,6,2,2020,True
272,2020-09-28,28,Monday,40,9,September,3,2020,6,2,2020,False
273,2020-09-29,29,Tuesday,40,9,September,3,2020,6,2,2020,False
274,2020-09-30,30,Wednesday,40,9,September,3,2020,6,2,2020,False
275,2020-10-01,1,Thursday,40,10,October,4,2020,7,3,2020,False
276,2020-10-02,2,Friday,40,10,October,4,2020,7,3,2020,False
277,2020-10-03,3,Saturday,40,10,October,4,2020,7,3,2020,True
278,2020-10-04,4,Sunday,40,10,October,4,2020,7,3,2020,True
279,2020-10-05,5,Monday,41,10,October,4,2020,7,3,2020,False
280,2020-10-06,6,Tuesday,41,10,October,4,2020,7,3,2020,False
281,2020-10-07,7,Wednesday,41,10,October,4,2020,7,3,2020,False
282,2020-10-08,8,Thursday,41,10,October,4,2020,7,3,2020,False
283,2020-10-09,9,Friday,41,10,October,4,2020,7,3,2020,False
284,2020-10-10,10,Saturday,41,10,October,4,2020,7,3,2020,True
285,2020-10-11,11,Sunday,41,10,October,4,2020,7,3,2020,True
286,2020-10-12,12,Monday,42,10,October,4,2020,7,3,2020,False
287,2020-10-13,13,Tuesday,42,10,October,4,2020,7,3,2020,False
288,2020-10-14,14,Wednesday,42,10,October,4,2020,7,3,2020,False
289,2020-10-15,15,Thursday,42,10,October,4,2020,7,3,2020,False
290,2020-10-16,16,Friday,42,10,October,4,2020,7,3,2020,False
291,2020-10-17,17,Saturday,42,10,October,4,2020,7,3,2020,True
292,2020-10-18,18,Sunday,42,10,October,4,2020,7,3,2020,True
293,2020-10-19,19,Monday,43,10,October,4,2020,7,3,2020,False
294,2020-10-20,20,Tuesday,43,10,October,4,2020,7,3,2020,False
295,2020-10-21,21,Wednesday,43,10,October,4,2020,7,3,2020,False
296,2020-10-22,22,Thursday,43,10,October,4,2020,7,3,2020,False
297,2020-10-23,23,Friday,43,10,October,4,2020,7,3,2020,False
298,2020-10-24,24,Saturday,43,10,October,4,2020,7,3,2020,True
299,2020-10-25,25,Sunday,43,10,October,4,2020,7,3,2020,True
300,2020-10-26,26,Monday,44,10,October,4,2020,7,3,2020,False
301,2020-10-27,27,Tuesday,44,10,October,4,2020,7,3,2020,False
302,2020-10-28,28,Wednesday,44,10,October,4,2020,7,3,2020,False
303,2020-10-29,29,Thursday,44,10,October,4,2020,7,3,2020,False
304,2020-10-30,30,Friday,44,10,October,4,2020,7,3,2020,False
305,2020-10-31,31,Saturday,44,10,October,4,2020,7,3,2020,True
306,2020-11-01,1,Sunday,44,11,November,4,2020,8,3,2020,True
307,2020-11-02,2,Monday,45,11,November,4,2020,8,3,2020,False
308,2020-11-03,3,Tuesday,45,11,November,4,2020,8,3,2020,False
309,2020-11-04,4,Wednesday,45,11,November,4,2020,8,3,2020,False
310,2020-11-05,5,Thursday,45,11,November,4,2020,8,3,2020,False
311,2020-11-06,6,Friday,45,11,November,4,2020,8,3,2020,False
312,2020-11-07,7,Saturday,45,11,November,4,2020,8,3,2020,True
313,2020-11-08,8,Sunday,45,11,November,4,2020,8,3,2020,True
314,2020-11-09,9,Monday,46,11,November,4,2020,8,3,2020,False
315,2020-11-10,10,Tuesday,46,11,November,4,2020,8,3,2020,False
316,2020-11-11,11,Wednesday,46,11,November,4,2020,8,3,2020,False
317,2020-11-12,12,Thursday,46,11,November,4,2020,8,3,2020,False
318,2020-11-13,13,Friday,46,11,November,4,2020,8,3,2020,False
319,2020-11-14,14,Saturday,46,11,November,4,2020,8,3,2020,True
320,2020-11-15,15,Sunday,46,11,November,4,2020,8,3,2020,True
321,2020-11-16,16,Monday,47,11,November,4,2020,8,3,2020,False
322,2020-11-17,17,Tuesday,47,11,November,4,2020,8,3,2020,False
323,2020-11-18,18,Wednesday,47,11,November,4,2020,8,3,2020,False
324,2020-11-19,19,Thursday,47,11,November,4,2020,8,3,2020,False
325,2020-11-20,20,Friday,47,11,November,4,2020,8,3,2020,False
326,2020-11-21,21,Saturday,47,11,November,4,2020,8,3,2020,True
327,2020-11-22,22,Sunday,47,11,November,4,2020,8,3,2020,True
328,2020-11-23,23,Monday,48,11,November,4,2020,8,3,2020,False
329,2020-11-24,24,Tuesday,48,11,November,4,2020,8,3,2020,False
330,2020-11-25,25,Wednesday,48,11,November,4,2020,8,3,2020,False
331,2020-11-26,26,Thursday,48,11,November,4,2020,8,3,2020,False
332,2020-11-27,27,Friday,48,11,November,4,2020,8,3,2020,False
333,2020-11-28,28,Saturday,48,11,November,4,2020,8,3,2020,True
334,2020-11-29,29,Sunday,48,11,November,4,2020,8,3,2020,True
335,2020-11-30,30,Monday,49,11,November,4,2020,8,3,2020,False
336,2020-12-01,1,Tuesday,49,12,December,4,2020,9,3,2020,False
337,2020-12-02,2,Wednesday,49,12,December,4,2020,9,3,2020,False
338,2020-12-03,3,Thursday,49,12,December,4,2020,9,3,2020,False
339,2020-12-04,4,Friday,49,12,December,4,2020,9,3,2020,False
340,2020-12-05,5,Saturday,49,12,December,4,2020,9,3,2020,True
341,2020-12-06,6,Sunday,49,12,December,4,2020,9,3,2020,True
342,2020-12-07,7,Monday,50,12,December,4,2020,9,3,2020,False
343,2020-12-08,8,Tuesday,50,12,December,4,2020,9,3,2020,False
344,2020-12-09,9,Wednesday,50,12,December,4,2020,9,3,2020,False
345,2020-12-10,10,Thursday,50,12,December,4,2020,9,3,2020,False
346,2020-12-11,11,Friday,50,12,December,4,2020,9,3,2020,False
347,2020-12-12,12,Saturday,50,12,December,4,2020,9,3,2020,True
348,2020-12-13,13,Sunday,50,12,December,4,2020,9,3,2020,True
349,2020-12-14,14,Monday,51,12,December,4,2020,9,3,2020,False
350,2020-12-15,15,Tuesday,51,12,December,4,2020,9,3,2020,False
351,2020-12-16,16,Wednesday,51,12,December,4,2020,9,3,2020,False
352,2020-12-17,17,Thursday,51,12,December,4,2020,9,3,2020,False
353,2020-12-18,18,Friday,51,12,December,4,2020,9,3,2020,False
354,2020-12-19,19,Saturday,51,12,December,4,2020,9,3,2020,True
355,2020-12-20,20,Sunday,51,12,December,4,2020,9,3,2020,True
356,2020-12-21,21,Monday,52,12,December,4,2020,9,3,2020,False
357,2020-12-22,22,Tuesday,52,12,December,4,2020,9,3,2020,False
358,2020-12-23,23,Wednesday,52,12,December,4,2020,9,3,2020,False
359,2020-12-24,24,Thursday,52,12,December,4,2020,9,3,2020,False
360,2020-12-25,25,Friday,52,12,December,4,2020,9,3,2020,False
361,2020-12-26,26,Saturday,52,12,December,4,2020,9,3,2020,True
362,2020-12-27,27,Sunday,52,12,December,4,2020,9,3,2020,True
363,2020-12-28,28,Monday,53,12,December,4,2020,9,3,2020,False
364,2020-12-29,29,Tuesday,53,12,December,4,2020,9,3,2020,False
365,2020-12-30,30,Wednesday,53,12,December,4,2020,9,3,2020,False
366,2020-12-31,31,Thursday,53,12,December,4,2020,9,3,2020,False
367,2021-01-01,1,Friday,53,1,January,1,2021,10,4,2020,False
368,2021-01-02,2,Saturday,53,1,January,1,2021,10,4,2020,True
369,2021-01-03,3,Sunday,53,1,January,1,2021,10,4,2020,True
370,2021-01-04,4,Monday,1,1,January,1,2021,10,4,2020,False
371,2021-01-05,5,Tuesday,1,1,January,1,2021,10,4,2020,False
372,2021-01-06,6,Wednesday,1,1,January,1,2021,10,4,2020,False
373,2021-01-07,7,Thursday,1,1,January,1,2021,10,4,2020,False
374,2021-01-08,8,Friday,1,1,January,1,2021,10,4,2020,False
375,2021-01-09,9,Saturday,1,1,January,1,2021,10,4,2020,True
376,2021-01-10,10,Sunday,1,1,January,1,2021,10,4,2020,True
377,2021-01-11,11,Monday,2,1,January,1,2021,10,4,2020,False
378,2021-01-12,12,Tuesday,2,1,January,1,2021,10,4,2020,False
379,2021-01-13,13,Wednesday,2,1,January,1,2021,10,4,2020,False
380,2021-01-14,14,Thursday,2,1,January,1,2021,10,4,2020,False
381,2021-01-15,15,Friday,2,1,January,1,2021,10,4,2020,False
382,2021-01-16,16,Saturday,2,1,January,1,2021,10,4,2020,True
383,2021-01-17,17,Sunday,2,1,January,1,2021,10,4,2020,True
384,2021-01-18,18,Monday,3,1,January,1,2021,10,4,2020,False
385,2021-01-19,19,Tuesday,3,1,January,1,2021,10,4,2020,False
